entity	relation	tag
696	film.person_or_entity_appearing_in_film.film	4418
561	taggedAs	10094
732	taggedAs	14308
548	taggedAs	12425
1209	film.actor.film	5398
2482	film.person_or_entity_appearing_in_film.film	5015
267	taggedAs	19128
399	taggedAs	9462
89	taggedAs	9491
1854	music.artist.origin	4010
247	taggedAs	16650
951	taggedAs	9710
542	taggedAs	10462
223	taggedAs	9494
2245	taggedAs	9611
1944	people.deceased_person.place_of_death	4357
846	taggedAs	9675
540	film.actor.film	6595
1806	film.person_or_entity_appearing_in_film.film	5907
2241	film.distributor.film	6726
937	taggedAs	9543
2737	film.actor.film	7740
2904	film.person_or_entity_appearing_in_film.film	7380
1545	taggedAs	9380
3544	film.person_or_entity_appearing_in_film.film	6194
1378	film.person_or_entity_appearing_in_film.film	6678
614	taggedAs	17826
2324	film.film.actor	4325
75	taggedAs	10094
3426	taggedAs	9545
66	taggedAs	10462
3790	people.person.place_of_birth	4008
303	taggedAs	9594
289	taggedAs	9749
659	taggedAs	12961
3745	taggedAs	12950
928	taggedAs	10736
1310	film.person_or_entity_appearing_in_film.film	4210
2804	film.actor.film	5315
935	taggedAs	9389
141	taggedAs	9611
3542	film.actor.film	4822
2598	taggedAs	9413
2940	taggedAs	9440
799	taggedAs	9389
3390	film.person_or_entity_appearing_in_film.film	7573
3221	taggedAs	9396
2919	taggedAs	11875
2080	film.actor.film	6097
222	taggedAs	9442
2028	taggedAs	9443
2658	film.person_or_entity_appearing_in_film.film	7207
850	film.actor.film	6217
3222	taggedAs	9411
2325	taggedAs	9567
184	film.person_or_entity_appearing_in_film.film	8824
52	taggedAs	10461
2712	type.object.subject_key	2712
2368	taggedAs	21582
1967	taggedAs	16951
3704	taggedAs	11713
2494	film.actor.film	8515
567	film.person_or_entity_appearing_in_film.film	4533
294	film.writer.film	7225
295	taggedAs	9485
2312	film.actor.film	6826
1359	film.actor.film	9067
3464	taggedAs	9504
2264	taggedAs	9378
738	taggedAs	9533
2867	film.person_or_entity_appearing_in_film.film	9352
1078	taggedAs	9551
671	film.person_or_entity_appearing_in_film.film	5874
1193	film.actor.film	4385
1962	film.actor.film	6044
186	film.actor.film	7130
821	taggedAs	10188
3614	taggedAs	9758
2861	film.actor.film	7293
570	taggedAs	9847
3003	taggedAs	12539
3350	taggedAs	9498
637	taggedAs	12941
79	film.person_or_entity_appearing_in_film.film	7999
3462	film.person_or_entity_appearing_in_film.film	5010
2962	taggedAs	9670
2688	film.actor.film	4411
1174	music.artist.origin	4332
1747	film.actor.film	6539
1270	taggedAs	9450
271	taggedAs	9869
2674	type.object.subject_key	2674
2130	film.actor.film	4823
1804	film.actor.film	7708
1393	taggedAs	9498
1702	taggedAs	12901
1184	taggedAs	9546
3231	film.person_or_entity_appearing_in_film.film	6040
1987	people.person.profession	4221
2400	film.person_or_entity_appearing_in_film.film	7416
315	taggedAs	9446
1044	taggedAs	22003
2241	film.production_company.film	5129
3262	music.artist.origin	8078
957	taggedAs	11432
891	taggedAs	9443
858	taggedAs	9760
96	taggedAs	9593
2658	film.person_or_entity_appearing_in_film.film	8046
391	music.artist.origin	4963
314	taggedAs	9408
66	taggedAs	9388
3789	people.person.place_of_birth	4347
157	taggedAs	9718
310	taggedAs	9437
58	taggedAs	9466
2206	people.person.place_of_birth	4262
1517	people.deceased_person.place_of_death	3846
2030	taggedAs	9673
24	taggedAs	9574
1324	taggedAs	10601
2636	film.actor.film	7493
3701	taggedAs	9711
3646	location.location.contained_by	4896
109	taggedAs	16298
1155	film.actor.film	4613
56	film.actor.film	5944
154	taggedAs	9498
258	taggedAs	9716
1709	taggedAs	10730
2669	taggedAs	9377
2836	film.actor.film	6319
3026	film.person_or_entity_appearing_in_film.film	4264
1954	taggedAs	12907
67	film.actor.film	8168
1154	film.person_or_entity_appearing_in_film.film	6069
2686	people.person.place_of_birth	6201
483	taggedAs	9494
1590	taggedAs	9498
126	taggedAs	9545
2241	film.production_company.film	4298
487	taggedAs	10265
492	taggedAs	10193
1868	taggedAs	19184
448	film.actor.film	5482
3477	taggedAs	9494
1103	music.artist.origin	4199
2241	film.distributor.film	6314
2190	taggedAs	9611
2397	music.artist.origin	5270
3242	film.producer.film	4569
1082	music.artist.origin	3982
2715	taggedAs	9549
1995	film.person_or_entity_appearing_in_film.film	7522
2843	film.actor.film	3943
1623	taggedAs	9649
58	taggedAs	15183
1748	film.person_or_entity_appearing_in_film.film	4116
610	taggedAs	9448
2850	taggedAs	10194
2587	taggedAs	9845
684	taggedAs	9425
26	taggedAs	9759
2660	taggedAs	9755
2080	film.actor.film	6631
540	taggedAs	9716
321	taggedAs	9373
1190	taggedAs	9670
13	taggedAs	9381
2002	taggedAs	9544
1645	taggedAs	9425
622	taggedAs	10394
2661	taggedAs	11555
3503	taggedAs	9656
3624	film.actor.film	5312
2094	taggedAs	10460
1904	taggedAs	10157
1453	film.actor.film	5848
2438	taggedAs	9469
2241	film.distributor.film	4245
3725	music.musician.instruments_played	5619
3775	taggedAs	11530
254	taggedAs	10062
2635	film.person_or_entity_appearing_in_film.film	8276
1567	film.person_or_entity_appearing_in_film.film	4323
36	taggedAs	10026
3	taggedAs	9371
238	taggedAs	9890
636	film.person_or_entity_appearing_in_film.film	7730
153	taggedAs	9611
3503	taggedAs	9443
532	taggedAs	9979
196	taggedAs	9555
890	taggedAs	9494
2164	film.actor.film	7542
418	taggedAs	10732
53	taggedAs	9649
277	taggedAs	12169
777	film.actor.film	5712
27	taggedAs	9377
2944	film.person_or_entity_appearing_in_film.film	7560
62	taggedAs	9456
2346	taggedAs	9466
109	taggedAs	9397
2241	film.production_company.film	5337
2452	film.actor.film	7876
1385	taggedAs	9494
1689	taggedAs	9445
1104	taggedAs	9443
2647	film.person_or_entity_appearing_in_film.film	5848
2304	taggedAs	15814
771	taggedAs	9649
1936	film.actor.film	8738
3692	music.artist.origin	3859
3298	taggedAs	9380
1819	film.actor.film	6706
1856	taggedAs	9498
1000	taggedAs	19727
2281	taggedAs	9382
2599	film.person_or_entity_appearing_in_film.film	7557
1487	taggedAs	9382
2338	film.person_or_entity_appearing_in_film.film	6259
98	taggedAs	9873
2604	taggedAs	9734
2630	taggedAs	17360
2975	taggedAs	9543
224	taggedAs	15467
634	taggedAs	12941
254	taggedAs	9566
149	film.actor.film	4061
1416	taggedAs	10299
1107	taggedAs	9443
2473	taggedAs	11859
560	taggedAs	12871
2070	film.person_or_entity_appearing_in_film.film	8248
277	taggedAs	9543
3091	taggedAs	21390
3111	music.musician.instruments_played	4349
1102	music.artist.origin	4852
3586	taggedAs	11700
1670	taggedAs	10106
1962	film.person_or_entity_appearing_in_film.film	8697
100	taggedAs	13171
286	taggedAs	9788
1358	film.person_or_entity_appearing_in_film.film	4649
484	film.actor.film	6506
2125	film.person_or_entity_appearing_in_film.film	5730
1529	taggedAs	9377
2050	film.person_or_entity_appearing_in_film.film	6298
2241	film.distributor.film	8118
752	taggedAs	10185
2867	film.actor.film	7145
2080	film.person_or_entity_appearing_in_film.film	4550
975	taggedAs	9934
832	taggedAs	9445
3271	music.artist.origin	6649
3498	film.person_or_entity_appearing_in_film.film	4230
1103	taggedAs	13504
897	taggedAs	9388
2241	film.distributor.film	7419
1388	taggedAs	9939
1526	taggedAs	9377
2804	film.person_or_entity_appearing_in_film.film	8891
127	taggedAs	11233
3673	music.producer.tracks_produced	4981
56	film.person_or_entity_appearing_in_film.film	6080
1646	taggedAs	9811
2975	taggedAs	9580
1291	taggedAs	9396
3434	film.person_or_entity_appearing_in_film.film	9141
1921	taggedAs	9551
1816	film.person_or_entity_appearing_in_film.film	4359
1320	location.location.time_zone	7937
2241	film.production_company.film	8600
1044	award.competitor.award_nominations	9163
1624	taggedAs	12901
967	taggedAs	9673
1034	taggedAs	9382
3561	film.actor.film	8460
550	taggedAs	17673
3738	cvg.publisher.games_published	4084
666	music.musician.instruments_played	4349
260	taggedAs	10440
2241	film.distributor.film	4733
1601	film.person_or_entity_appearing_in_film.film	8612
12	film.actor.film	9045
1704	taggedAs	12905
67	taggedAs	10190
3763	film.person_or_entity_appearing_in_film.film	5520
1993	taggedAs	9368
3019	taggedAs	17814
1010	people.person.place_of_birth	4058
1706	taggedAs	9467
408	film.person_or_entity_appearing_in_film.film	4452
2260	taggedAs	9876
199	taggedAs	9491
3827	film.person_or_entity_appearing_in_film.film	9207
651	taggedAs	9437
275	taggedAs	9378
122	music.artist.origin	3963
2848	film.film.production_company	2241
306	film.person_or_entity_appearing_in_film.film	6600
295	taggedAs	11561
484	taggedAs	11275
3789	film.person_or_entity_appearing_in_film.film	7798
808	taggedAs	9442
427	taggedAs	9546
161	taggedAs	9379
191	film.actor.film	9100
500	taggedAs	16160
1360	film.person_or_entity_appearing_in_film.film	6784
419	film.actor.film	5885
133	taggedAs	10188
795	film.person_or_entity_appearing_in_film.film	4915
3132	film.person_or_entity_appearing_in_film.film	8147
434	film.person_or_entity_appearing_in_film.film	8338
1378	film.person_or_entity_appearing_in_film.film	6870
1315	taggedAs	12188
1277	taggedAs	9598
192	music.artist.track	4440
3652	music.artist.origin	4057
1236	taggedAs	9491
383	film.person_or_entity_appearing_in_film.film	3881
1157	film.person_or_entity_appearing_in_film.film	7803
695	taggedAs	13290
1709	film.person_or_entity_appearing_in_film.film	5323
1183	taggedAs	9907
79	taggedAs	17670
2189	film.person_or_entity_appearing_in_film.film	7651
3239	music.artist.origin	5401
259	taggedAs	9388
3405	taggedAs	9382
2241	film.production_company.film	5778
1618	film.actor.film	4671
1804	taggedAs	9594
2241	film.production_company.film	4404
1028	music.artist.origin	4852
2636	film.person_or_entity_appearing_in_film.film	6172
356	film.person_or_entity_appearing_in_film.film	7780
878	taggedAs	10188
1703	taggedAs	9592
1042	taggedAs	10461
1590	music.artist.origin	7407
1094	taggedAs	9396
1140	music.artist.origin	3864
727	taggedAs	9990
219	music.artist.origin	7285
2094	taggedAs	10438
236	taggedAs	9724
821	taggedAs	9598
275	taggedAs	10099
66	taggedAs	9734
3574	taggedAs	9425
3270	taggedAs	9556
3321	film.actor.film	8143
3266	taggedAs	13410
3766	taggedAs	11330
1369	taggedAs	9491
1473	film.actor.film	5281
729	taggedAs	9411
2356	taggedAs	9660
144	taggedAs	9531
3317	taggedAs	10712
2558	taggedAs	10091
275	taggedAs	9716
2241	film.production_company.film	4840
1253	taggedAs	9796
1001	taggedAs	9437
1579	music.artist.origin	3961
2781	taggedAs	16188
1545	event.agent.performance	8048
96	taggedAs	9596
2992	taggedAs	9491
2714	taggedAs	13813
1258	taggedAs	10094
55	taggedAs	10203
1389	taggedAs	15849
882	taggedAs	9755
143	taggedAs	9439
70	film.person_or_entity_appearing_in_film.film	4235
145	taggedAs	9413
3008	taggedAs	9498
2194	taggedAs	10251
31	taggedAs	10214
2021	music.artist.origin	6694
1427	taggedAs	9392
1464	film.actor.film	7621
244	taggedAs	9491
1656	people.person.profession	5021
879	taggedAs	9437
443	taggedAs	9543
2599	taggedAs	9413
2688	taggedAs	9384
3830	taggedAs	9728
692	taggedAs	9403
428	film.actor.film	7184
388	taggedAs	9491
1069	taggedAs	11319
237	taggedAs	9495
1694	music.artist.origin	4563
3822	film.person_or_entity_appearing_in_film.film	8698
3129	music.artist.origin	4380
484	film.actor.film	4928
3234	event.agent.performance	4898
2709	taggedAs	10099
871	taggedAs	9437
2962	taggedAs	9613
799	taggedAs	11555
1696	music.artist.origin	7554
2904	film.actor.film	6197
2770	taggedAs	9611
1036	taggedAs	9691
2716	taggedAs	9365
271	taggedAs	9438
87	taggedAs	10448
2937	music.artist.origin	8250
3290	taggedAs	9436
2719	taggedAs	10461
556	film.person_or_entity_appearing_in_film.film	5601
3172	taggedAs	9448
67	film.person_or_entity_appearing_in_film.film	5378
830	taggedAs	9443
2131	taggedAs	9377
3293	taggedAs	9379
795	taggedAs	9491
2116	taggedAs	10157
2778	taggedAs	11482
867	taggedAs	9751
3206	taggedAs	9551
1607	taggedAs	9450
252	taggedAs	9716
359	taggedAs	9685
1624	film.actor.film	8802
109	taggedAs	21573
272	music.artist.origin	4087
301	taggedAs	9533
2050	film.actor.film	8431
1545	taggedAs	9660
382	taggedAs	10450
1497	music.artist.origin	5127
2241	film.distributor.film	5469
2241	film.distributor.film	4688
2040	film.actor.film	8150
1720	film.person_or_entity_appearing_in_film.film	6084
432	film.person_or_entity_appearing_in_film.film	5379
1973	music.artist.album	6168
265	taggedAs	9876
1954	film.person_or_entity_appearing_in_film.film	7923
973	taggedAs	12090
2962	taggedAs	9989
79	film.actor.film	6429
419	music.artist.origin	3932
2089	music.artist.origin	5106
2597	film.actor.film	5808
3610	taggedAs	9455
439	taggedAs	9437
1473	film.actor.film	7996
2978	people.person.place_of_birth	5569
804	taggedAs	11209
589	taggedAs	9649
184	taggedAs	17666
97	taggedAs	16264
1178	taggedAs	9574
168	music.artist.origin	5194
2096	film.actor.film	6579
1333	film.actor.film	5815
41	taggedAs	17674
3040	film.actor.film	7867
658	music.artist.origin	3986
3020	film.actor.film	7765
62	taggedAs	11610
52	taggedAs	9549
1232	film.person_or_entity_appearing_in_film.film	7948
3599	film.actor.film	7127
45	taggedAs	9595
3390	film.actor.film	9278
224	taggedAs	9389
2867	taggedAs	9437
1748	film.person_or_entity_appearing_in_film.film	7246
558	music.artist.origin	4454
3498	film.actor.film	5988
795	film.actor.film	6087
765	taggedAs	10157
1944	taggedAs	9809
841	taggedAs	9442
1540	taggedAs	9437
233	taggedAs	9574
1262	taggedAs	9558
2412	taggedAs	21121
601	music.artist.origin	6425
941	taggedAs	10461
1399	taggedAs	11004
1249	film.actor.film	5292
192	taggedAs	10715
2241	film.production_company.film	5128
2353	taggedAs	9443
1969	taggedAs	15993
3075	music.artist.origin	4380
81	film.actor.film	4749
2919	people.person.place_of_birth	4977
2730	taggedAs	9485
2154	music.artist.origin	5623
1560	taggedAs	9391
1355	type.object.key	1355
1615	music.artist.origin	4453
1461	film.actor.film	6278
516	taggedAs	9577
3052	people.person.place_of_birth	3916
2950	taggedAs	9381
1526	taggedAs	19898
2968	taggedAs	9890
277	taggedAs	14302
1220	film.director.film	5024
1381	music.musician.instruments_played	4349
438	taggedAs	9411
1473	film.actor.film	7405
1719	film.actor.film	6291
766	taggedAs	14374
12	taggedAs	9365
243	taggedAs	9473
3647	taggedAs	9668
2929	taggedAs	11501
1336	taggedAs	9469
2870	film.actor.film	7329
45	taggedAs	9594
2711	film.actor.film	4478
1725	taggedAs	9447
933	taggedAs	9425
894	film.actor.film	7149
757	taggedAs	9556
3093	people.person.place_of_birth	4191
1879	taggedAs	9751
1601	film.actor.film	8612
1134	music.artist.origin	9137
3395	taggedAs	10190
3703	taggedAs	9734
3667	taggedAs	9403
1273	taggedAs	9929
257	taggedAs	10260
1522	taggedAs	9440
2048	taggedAs	9968
901	film.person_or_entity_appearing_in_film.film	8339
2141	film.actor.film	6057
38	taggedAs	9378
2635	film.person_or_entity_appearing_in_film.film	5653
2241	film.production_company.film	6983
110	taggedAs	9388
413	taggedAs	11117
1453	film.person_or_entity_appearing_in_film.film	7667
1157	taggedAs	9437
129	film.actor.film	5198
1576	taggedAs	9531
286	taggedAs	9410
30	film.person_or_entity_appearing_in_film.film	4227
623	film.person_or_entity_appearing_in_film.film	4483
20	taggedAs	9379
1999	taggedAs	9543
1839	film.person_or_entity_appearing_in_film.film	7369
3266	taggedAs	9436
363	taggedAs	9592
2241	film.distributor.film	4904
355	taggedAs	9594
136	film.actor.film	9353
1199	taggedAs	10360
199	taggedAs	9397
1062	taggedAs	9751
873	taggedAs	9545
681	film.actor.film	5969
1308	taggedAs	9934
163	taggedAs	9491
2635	film.person_or_entity_appearing_in_film.film	5237
3479	people.person.place_of_birth	6019
3326	music.artist.origin	3864
3519	taggedAs	9494
2799	taggedAs	14468
3317	film.actor.film	8167
904	taggedAs	10381
1525	film.person_or_entity_appearing_in_film.film	7787
3648	film.person_or_entity_appearing_in_film.film	6648
645	film.actor.film	6950
2488	film.actor.film	7716
13	taggedAs	9378
3560	taggedAs	9972
3279	film.person_or_entity_appearing_in_film.film	4007
43	taggedAs	9420
46	taggedAs	9613
382	taggedAs	9673
1009	taggedAs	9708
373	film.actor.film	5993
2737	film.actor.film	7889
2930	taggedAs	9548
2372	music.artist.origin	4552
989	taggedAs	9443
86	taggedAs	9494
2298	taggedAs	9469
2994	music.artist.origin	4707
1074	taggedAs	9716
2554	film.actor.film	4385
2465	taggedAs	9466
273	taggedAs	9382
2331	taggedAs	9425
478	taggedAs	9551
3725	film.actor.film	5485
3738	cvg.publisher.games_published	4394
2362	film.actor.film	7830
948	taggedAs	10650
602	taggedAs	13334
1710	taggedAs	12905
729	taggedAs	9728
361	taggedAs	9438
3118	taggedAs	9617
82	people.person.place_of_birth	4010
276	taggedAs	9388
1001	taggedAs	9552
1810	taggedAs	9455
2387	film.actor.film	9180
3395	taggedAs	12130
353	taggedAs	9390
2241	film.production_company.film	4734
2830	film.person_or_entity_appearing_in_film.film	8314
558	taggedAs	9921
2452	taggedAs	10299
2162	taggedAs	9547
3317	film.person_or_entity_appearing_in_film.film	6599
976	people.person.place_of_birth	8245
477	taggedAs	9716
295	taggedAs	9438
1671	taggedAs	15534
916	taggedAs	9388
2342	music.artist.origin	4053
2430	film.person_or_entity_appearing_in_film.film	4296
2689	film.person_or_entity_appearing_in_film.film	7749
2636	film.actor.film	5027
1889	people.person.place_of_birth	4347
790	taggedAs	12922
2232	music.musician.instruments_played	3959
422	people.deceased_person.place_of_death	4057
3367	taggedAs	9382
405	taggedAs	9388
36	taggedAs	10144
1871	music.artist.origin	4876
1187	taggedAs	13233
46	taggedAs	17425
2476	music.artist.origin	3859
1659	taggedAs	9494
2241	film.distributor.film	6001
1312	taggedAs	9649
2241	film.distributor.film	4689
2788	film.person_or_entity_appearing_in_film.film	5195
3035	film.person_or_entity_appearing_in_film.film	4540
2194	taggedAs	15814
2728	taggedAs	11176
438	taggedAs	9382
2516	taggedAs	9546
3767	taggedAs	9567
2368	taggedAs	15536
86	taggedAs	9498
329	taggedAs	9939
2253	taggedAs	9445
3653	taggedAs	11822
120	taggedAs	9890
3261	taggedAs	21390
495	music.artist.origin	5125
1969	taggedAs	15992
1893	taggedAs	9394
3326	taggedAs	19129
190	taggedAs	14374
1962	film.actor.film	3977
512	taggedAs	9466
625	film.person_or_entity_appearing_in_film.film	6981
1310	taggedAs	9377
1202	taggedAs	21297
2114	taggedAs	10157
3248	film.person_or_entity_appearing_in_film.film	8231
81	taggedAs	10188
3815	taggedAs	9740
2359	film.person_or_entity_appearing_in_film.film	6258
1801	taggedAs	9524
3592	people.deceased_person.place_of_death	4057
53	taggedAs	9442
1878	music.artist.origin	3945
2855	music.artist.origin	4217
448	taggedAs	9548
941	taggedAs	9486
62	taggedAs	9592
507	music.artist.origin	4195
3289	taggedAs	11895
1406	taggedAs	9445
387	film.person_or_entity_appearing_in_film.film	5479
1279	film.person_or_entity_appearing_in_film.film	9279
675	taggedAs	11131
740	film.actor.film	8760
1725	taggedAs	10091
52	taggedAs	16298
380	film.person_or_entity_appearing_in_film.film	7499
1130	taggedAs	9550
2296	taggedAs	10004
1005	taggedAs	9551
555	music.artist.origin	4635
3582	film.actor.film	3960
1046	taggedAs	9379
1048	music.artist.origin	3892
2210	taggedAs	10869
1738	taggedAs	9448
1486	taggedAs	9431
3533	taggedAs	9443
825	taggedAs	11504
3042	taggedAs	9368
318	taggedAs	9914
2196	taggedAs	9683
1959	film.person_or_entity_appearing_in_film.film	7308
2923	people.person.place_of_birth	5125
3344	people.person.place_of_birth	6722
2047	taggedAs	10213
799	taggedAs	10403
496	taggedAs	12860
3279	film.actor.film	4007
3268	music.artist.origin	4676
2241	film.production_company.film	6108
832	taggedAs	9498
2833	taggedAs	9382
2127	taggedAs	9548
2241	film.distributor.film	4690
102	taggedAs	9716
974	film.person_or_entity_appearing_in_film.film	4130
1398	film.person_or_entity_appearing_in_film.film	4911
3827	film.person_or_entity_appearing_in_film.film	6359
32	taggedAs	17864
3002	film.person_or_entity_appearing_in_film.film	4634
2241	film.production_company.film	4348
2636	film.actor.film	8285
2689	event.agent.performance	4729
2018	award.nominee.award_nominations	5491
484	film.actor.film	9155
227	taggedAs	9397
109	taggedAs	9437
322	taggedAs	9373
1173	film.person_or_entity_appearing_in_film.film	4779
1773	film.actor.film	3886
3363	music.artist.origin	5656
61	people.person.place_of_birth	5064
3738	cvg.publisher.games_published	8566
1157	film.person_or_entity_appearing_in_film.film	8343
1765	taggedAs	9685
3047	music.artist.origin	5403
377	taggedAs	9734
151	taggedAs	9909
2241	film.distributor.film	4986
527	taggedAs	12541
440	taggedAs	9453
431	taggedAs	9443
185	taggedAs	9570
105	taggedAs	9753
497	taggedAs	9380
407	taggedAs	9570
1375	taggedAs	9378
70	film.actor.film	3915
1434	taggedAs	11560
528	taggedAs	9491
1047	taggedAs	9755
3738	cvg.publisher.games_published	6267
34	taggedAs	9420
1157	film.person_or_entity_appearing_in_film.film	6122
1144	taggedAs	9551
1924	taggedAs	9451
608	taggedAs	14290
2774	music.artist.origin	3942
1091	film.actor.film	7167
484	film.person_or_entity_appearing_in_film.film	4136
2904	film.person_or_entity_appearing_in_film.film	6561
695	taggedAs	9397
3540	taggedAs	9452
2324	taggedAs	13704
2241	film.distributor.film	8755
3018	taggedAs	9545
1816	film.actor.film	7987
371	film.actor.film	6849
2211	film.actor.film	4100
2494	film.actor.film	4581
2194	taggedAs	9555
1545	taggedAs	9728
3541	music.artist.origin	4050
196	taggedAs	18034
21	taggedAs	9594
2257	music.artist.origin	3982
1068	taggedAs	11319
2364	taggedAs	9553
689	taggedAs	9382
1660	taggedAs	9389
131	taggedAs	9445
3712	taggedAs	9382
2241	film.production_company.film	4245
1555	taggedAs	9443
399	film.actor.film	7559
2460	film.producer.film	5457
1280	taggedAs	9389
794	taggedAs	11086
956	taggedAs	9710
1473	film.actor.film	6127
2771	film.actor.film	5681
3043	taggedAs	13021
1122	taggedAs	10094
2062	taggedAs	9673
1753	taggedAs	15617
3253	taggedAs	9365
2337	film.person_or_entity_appearing_in_film.film	8776
261	music.producer.tracks_produced	5641
1416	taggedAs	9716
1807	taggedAs	9494
1888	people.person.place_of_birth	4133
3482	music.artist.origin	5807
3745	taggedAs	9389
36	taggedAs	9378
1936	film.person_or_entity_appearing_in_film.film	7322
3738	games.publisher.games_published	6507
1473	film.actor.film	8990
763	music.artist.origin	4003
325	taggedAs	9796
1788	taggedAs	9388
2341	taggedAs	9611
3384	film.actor.film	9240
3340	music.musician.instruments_played	3851
3364	film.person_or_entity_appearing_in_film.film	7278
125	taggedAs	9437
3390	film.actor.film	9205
1709	taggedAs	12900
1624	film.actor.film	3886
98	taggedAs	10450
3250	taggedAs	9449
1470	taggedAs	9938
2675	taggedAs	10666
2698	taggedAs	9565
728	taggedAs	19475
1453	film.actor.film	5069
46	taggedAs	9448
2889	taggedAs	11432
3640	taggedAs	9710
341	film.film.actor	7174
3244	taggedAs	9558
997	film.person_or_entity_appearing_in_film.film	7971
2976	music.artist.origin	3945
1495	taggedAs	9380
499	taggedAs	10188
777	film.person_or_entity_appearing_in_film.film	5602
2386	taggedAs	9905
2034	taggedAs	17868
445	taggedAs	9716
2135	taggedAs	9445
817	film.actor.film	4696
976	film.actor.film	5110
569	taggedAs	9437
1104	taggedAs	9559
888	taggedAs	9757
105	taggedAs	9445
2183	music.artist.origin	6832
1235	taggedAs	9381
2451	music.artist.origin	6557
67	taggedAs	10077
1321	taggedAs	9374
894	film.person_or_entity_appearing_in_film.film	6516
1302	music.artist.origin	3864
1326	taggedAs	9491
3374	film.actor.film	4996
118	taggedAs	21102
147	taggedAs	13622
975	taggedAs	9551
1693	taggedAs	9498
1935	taggedAs	17761
1140	taggedAs	9867
66	taggedAs	9498
1781	taggedAs	14373
24	taggedAs	10200
654	taggedAs	13037
542	film.person_or_entity_appearing_in_film.film	8061
2897	film.person_or_entity_appearing_in_film.film	7600
636	film.actor.film	6708
2241	film.distributor.film	7902
3444	taggedAs	9443
49	film.actor.film	8613
947	taggedAs	9389
2211	film.person_or_entity_appearing_in_film.film	4100
2636	film.actor.film	5991
2701	taggedAs	9403
3100	taggedAs	9491
2289	taggedAs	21055
114	taggedAs	9872
3546	film.actor.film	8740
237	taggedAs	9710
886	taggedAs	9548
2582	taggedAs	12412
3213	taggedAs	9656
1473	film.person_or_entity_appearing_in_film.film	5157
2638	taggedAs	9491
1231	taggedAs	9796
97	taggedAs	10217
353	taggedAs	9443
3289	people.person.place_of_birth	4391
2491	music.artist.track	6496
3179	film.actor.film	4728
378	taggedAs	9445
1545	taggedAs	10299
125	taggedAs	9491
3411	taggedAs	11506
29	taggedAs	9389
782	taggedAs	18263
1646	music.artist.origin	4768
67	film.person_or_entity_appearing_in_film.film	5207
583	film.person_or_entity_appearing_in_film.film	9349
2359	film.person_or_entity_appearing_in_film.film	7031
2148	film.actor.film	5911
482	taggedAs	9377
355	taggedAs	9757
1109	taggedAs	9494
2682	film.person_or_entity_appearing_in_film.film	3854
727	taggedAs	11197
2559	film.actor.film	9282
3655	taggedAs	9716
1645	taggedAs	9938
1091	taggedAs	9443
3803	taggedAs	9939
1069	taggedAs	9548
3843	taggedAs	9734
707	taggedAs	9544
943	taggedAs	9617
2460	film.person_or_entity_appearing_in_film.film	8672
1086	music.artist.origin	4038
2648	film.person_or_entity_appearing_in_film.film	6926
1469	film.actor.film	4281
252	taggedAs	9379
1043	music.musician.instruments_played	4349
2652	taggedAs	10203
1223	music.musician.instruments_played	6260
1889	taggedAs	13813
3156	taggedAs	9442
2070	film.person_or_entity_appearing_in_film.film	6813
530	taggedAs	9613
1474	film.actor.film	8146
608	taggedAs	9867
3166	taggedAs	12623
2161	award.competitor.award_nominations	8327
1209	film.actor.film	6433
1157	film.person_or_entity_appearing_in_film.film	8589
2943	taggedAs	17864
237	taggedAs	9382
3517	taggedAs	9379
1330	film.person_or_entity_appearing_in_film.film	5500
901	film.actor.film	9111
362	taggedAs	9716
3533	taggedAs	9442
1589	taggedAs	21102
2080	film.actor.film	4721
973	taggedAs	9367
3125	music.artist.album	6591
481	film.actor.film	7290
798	taggedAs	19336
3627	taggedAs	11608
1105	taggedAs	9377
389	taggedAs	10214
357	taggedAs	10811
1781	taggedAs	9388
133	taggedAs	9595
484	film.actor.film	4136
2241	film.production_company.film	5820
3452	taggedAs	10460
1114	taggedAs	9660
2580	taggedAs	9551
484	film.person_or_entity_appearing_in_film.film	5425
115	film.person_or_entity_appearing_in_film.film	4706
378	taggedAs	9494
211	taggedAs	10106
3386	taggedAs	10203
3738	games.publisher.games_published	5461
3738	games.publisher.games_published	8544
2634	film.actor.film	6519
1845	taggedAs	9666
3038	taggedAs	9548
891	taggedAs	9438
1191	taggedAs	9557
479	taggedAs	9382
2296	film.person_or_entity_appearing_in_film.film	4590
3691	music.artist.origin	5246
3667	taggedAs	9377
3640	taggedAs	9397
1583	taggedAs	13022
3344	film.actor.film	9173
2815	taggedAs	9710
3720	taggedAs	9666
2867	film.actor.film	7016
1936	film.actor.film	7448
1310	taggedAs	19336
80	taggedAs	9710
1806	film.person_or_entity_appearing_in_film.film	4826
2332	taggedAs	9397
1744	film.person_or_entity_appearing_in_film.film	6471
2335	taggedAs	9989
2482	film.person_or_entity_appearing_in_film.film	6602
3822	film.actor.film	8698
1321	taggedAs	9929
1550	music.artist.origin	3986
480	taggedAs	9389
2294	taggedAs	16159
1383	film.actor.film	8700
1688	taggedAs	9540
942	taggedAs	9639
1165	taggedAs	10736
1418	taggedAs	9753
74	taggedAs	9595
1736	taggedAs	9796
3650	film.person_or_entity_appearing_in_film.film	7716
2397	taggedAs	9440
408	taggedAs	10716
3098	taggedAs	9396
3738	games.publisher.games_published	6641
1157	film.person_or_entity_appearing_in_film.film	5054
