user	entity	weight
1097	254	667
1097	377	1486
1097	378	582
1097	832	1948
1097	863	643
1097	1754	1021
1097	1871	673
1097	2175	636
1097	2822	710
1098	21	48
1098	22	70
1098	30	21
1098	155	58
1098	198	20
1098	310	30
1098	353	57
1098	473	26
1098	483	68
1098	832	21
1098	928	65
1098	932	31
1098	1338	33
1098	1798	55
1098	2158	22
1098	2823	17
1099	22	237
1099	36	42
1099	40	110
1099	190	141
1099	445	292
1099	542	24
1099	788	25
1099	852	30
1099	2336	67
1099	2824	25
1100	306	149
1100	531	311
1100	541	396
1100	654	182
1100	678	197
1100	928	257
1100	1094	528
1100	1664	168
1100	2118	216
1100	2120	172
1100	2741	150
1100	2825	393
1100	2826	149
1101	34	894
1101	155	399
1101	156	789
1101	196	944
1101	307	747
1101	460	450
1101	519	857
1101	727	562
1101	732	433
1101	1530	542
1101	1617	463
1101	2581	407
1101	2588	424
1101	2827	864
1101	2828	433
1101	2829	413
1102	22	380
1102	24	147
1102	74	481
1102	80	114
1102	116	82
1102	127	77
1102	131	913
1102	132	258
1102	133	81
1102	192	248
1102	230	305
1102	237	84
1102	295	97
1102	356	80
1102	361	628
1102	382	179
1102	469	359
1102	538	87
1102	861	143
1102	1080	121
1102	1234	232
1102	1235	104
1103	4	33
1103	24	29
1103	55	185
1103	89	26
1103	90	85
1103	91	31
1103	329	209
1103	330	43
1103	334	26
1103	335	44
1103	441	182
1103	445	72
1103	767	34
1103	1272	38
1103	1828	34
1103	1893	86
1103	2302	29
1103	2371	34
1103	2443	38
1103	2830	39
1104	66	367
1104	276	193
1104	2831	95
1106	66	2062
1106	130	786
1106	232	464
1106	377	24266
1107	47	2808
1107	52	1427
1107	209	2075
1107	210	1339
1107	301	3177
1107	446	1200
1107	833	1750
1107	1098	1268
1107	1979	652
1108	196	111
1108	296	53
1108	417	77
1108	453	197
1108	508	62
1108	517	109
1108	519	168
1108	732	81
1108	763	108
1108	795	59
1108	928	108
1108	966	136
1108	1384	288
1108	1712	121
1108	2464	60
1108	2832	106
1108	2833	88
1108	2834	66
1108	2835	62
1108	2836	57
1108	2837	53
1109	66	108
1109	74	454
1109	75	328
1109	79	2179
1109	87	353
1109	90	627
1109	117	197
1109	127	376
1109	171	598
1109	254	185
1109	2838	85
1110	42	487
1110	96	371
1110	119	284
1110	209	1966
1110	211	360
1110	776	227
1110	803	407
1110	1224	1436
1110	1446	287
1110	1518	423
1111	212	1446
1111	280	6866
1111	302	2366
1111	303	5144
1111	589	7516
1111	713	3972
1111	714	7012
1111	802	2373
1111	1119	2223
1111	1622	1443
1111	2839	2794
1112	34	268
1112	35	534
1112	52	179
1112	53	189
1112	165	467
1112	197	157
1112	575	407
1112	704	235
1112	1063	251
1112	1136	164
1112	1594	465
1112	1615	158
1112	2821	181
1112	2840	497
1113	58	124
1113	77	164
1113	81	154
1113	87	111
1113	386	107
1113	397	119
1113	1202	136
1113	1228	117
1113	1612	129
1113	2562	167
1113	2841	147
1113	2842	108
1114	46	976
1114	52	191
1114	87	271
1114	96	269
1114	105	716
1114	109	1568
1114	361	253
1114	572	198
1114	832	739
1114	1832	238
1116	58	13
1116	77	22
1116	397	15
1116	490	25
1116	1228	21
1116	1579	21
1116	1612	21
1116	2313	23
1116	2560	16
1116	2561	16
1116	2562	29
1116	2564	18
1116	2689	18
1116	2804	13
1116	2810	16
1116	2814	25
1116	2843	18
1116	2844	17
1116	2845	14
1116	2846	13
1118	52	683
1118	96	515
1118	119	459
1118	199	696
1118	242	1149
1118	800	611
1118	1031	349
1118	1319	422
1119	41	24
1119	52	13
1119	376	8
1119	714	80
1119	1277	16
1119	2847	77
1119	2848	43
1119	2849	8
1120	72	44
1120	74	28
1120	75	48
1120	81	42
1120	87	44
1120	105	28
1120	117	43
1120	127	43
1120	132	180
1120	230	147
1120	237	171
1120	254	38
1120	361	74
1120	1202	27
1121	184	15
1121	2850	115
1122	78	28
1122	79	10
1122	128	24
1122	130	10
1122	137	22
1122	184	82
1122	185	68
1122	773	10
1122	1570	10
1122	2058	20
1123	53	1099
1123	102	217
1123	111	420
1123	165	208
1123	453	217
1123	610	480
1123	703	800
1123	1416	392
1123	1484	471
1123	1801	205
1123	2014	374
1123	2851	544
1123	2852	444
1123	2853	367
1123	2854	334
1123	2855	315
1123	2856	261
1123	2857	233
1124	74	638
1124	75	801
1124	79	1671
1124	87	748
1124	91	3942
1124	126	2978
1124	131	579
1124	134	1211
1124	185	2789
1124	254	848
1124	861	21621
1124	863	533
1125	10	43
1125	13	58
1125	15	48
1125	17	75
1125	226	60
1125	227	93
1125	277	122
1125	307	166
1125	320	83
1125	329	34
1125	334	39
1125	498	103
1125	887	98
1125	963	38
1125	971	34
1125	1267	42
1125	1271	52
1125	2567	48
1125	2858	105
1126	47	112
1126	52	74
1126	102	117
1126	119	94
1126	210	227
1126	219	91
1126	242	80
1126	873	73
1126	1523	59
1126	2859	266
1126	2860	75
1128	118	1085
1128	127	383
1128	235	183
1128	376	103
1128	406	322
1128	413	89
1128	538	373
1128	772	91
1128	1143	126
1128	1856	3598
1128	2147	64
1130	55	252
1130	104	101
1130	118	251
1130	187	205
1130	192	67
1130	277	73
1130	286	57
1130	356	74
1130	378	114
1130	1047	163
1130	1443	106
1131	78	45
1131	115	40
1131	171	48
1131	184	810
1131	185	108
1131	202	40
1131	204	38
1131	206	44
1131	1153	31
1131	2862	60
1132	75	498
1132	78	371
1132	79	2495
1132	87	976
1132	133	583
1132	267	366
1132	373	263
1132	1018	295
1133	36	382
1133	46	632
1133	61	116
1133	105	3111
1133	107	85
1133	507	70
1133	1322	173
1134	40	5
1134	74	3
1134	124	5
1134	282	6
1134	916	4
1134	951	6
1134	1310	17
1134	2526	11
1134	2863	7
1134	2864	6
1134	2865	3
1134	2866	3
1135	52	37
1135	66	383
1135	72	15
1135	74	30
1135	79	46
1135	127	1079
1135	134	32
1135	171	30
1135	374	23
1135	1153	75
1135	2867	351
1136	78	234
1136	132	245
1136	185	263
1136	237	230
1136	270	333
1136	698	658
1136	923	840
1136	1258	725
1136	1324	252
1137	40	79
1137	66	234
1137	74	104
1137	87	125
1137	127	97
1137	129	92
1137	132	68
1137	192	204
1137	202	121
1137	253	93
1137	261	141
1137	385	120
1137	552	79
1137	660	199
1137	899	100
1137	1037	78
1137	1040	78
1137	1310	129
1137	2175	80
1137	2868	113
1138	34	465
1138	36	2883
1138	42	655
1138	224	331
1138	289	410
1138	928	1337
1138	1182	559
1138	1664	1220
1138	2253	471
1138	2795	314
1138	2869	460
1139	87	323
1139	96	647
1139	115	1956
1139	171	491
1139	254	1573
1139	264	253
1139	2868	425
1139	2870	297
1140	111	362
1140	141	493
1140	163	179
1140	187	143
1140	295	128
1140	460	138
1140	510	423
1140	516	149
1140	617	177
1140	668	244
1140	1586	270
1140	2702	298
1140	2871	141
1143	100	218
1143	115	242
1143	133	61
1143	380	325
1143	544	118
1143	557	229
1143	762	77
1143	916	81
1143	977	804
1143	1277	67
1144	147	89
1144	774	103
1144	782	1142
1144	785	331
1144	788	279
1144	2771	195
1144	2872	184
1144	2873	119
1144	2874	118
1144	2875	84
1144	2876	78
1145	79	353
1145	115	82
1145	184	615
1145	185	516
1145	206	237
1145	267	98
1145	377	456
1145	435	142
1145	1590	117
1146	54	532
1146	91	220
1146	109	1516
1146	126	483
1146	134	707
1146	286	425
1146	377	317
1146	832	372
1146	976	8141
1146	1186	311
1146	1742	23188
1146	2877	1045
1147	7	64
1147	42	117
1147	96	60
1147	211	101
1147	250	50
1147	532	84
1147	800	661
1147	806	71
1147	1266	88
1147	2878	97
1147	2879	76
1147	2880	58
1147	2881	49
1148	30	146
1148	36	288
1148	191	232
1148	275	89
1148	334	184
1148	442	75
1148	447	74
1148	477	73
1148	558	75
1148	879	73
1148	883	84
1148	889	76
1148	956	110
1148	2235	250
1148	2882	94
1148	2883	66
1149	109	16
1149	221	14
1149	277	47
1149	450	14
1149	527	13
1149	1046	11
1149	2254	13
1149	2884	14
1149	2885	11
1150	184	634
1150	232	684
1150	237	553
1150	377	7499
1150	979	872
1150	987	802
1150	2886	602
1151	121	124
1151	124	1615
1151	480	1008
1151	493	192
1151	722	635
1151	1122	6312
1151	1172	387
1151	1869	468
1151	1877	136
1151	1974	123
1151	2162	140
1152	221	169
1152	388	161
1152	1100	181
1152	1136	121
1152	2067	756
1152	2347	370
1152	2694	121
1152	2887	212
1153	37	1099
1153	46	1120
1153	55	2386
1153	2252	1227
1153	2888	1764
1153	2889	1028
1153	2890	718
1154	30	741
1154	38	777
1154	151	524
1154	195	661
1154	200	915
1154	442	912
1154	478	559
1154	502	737
1154	1105	491
1154	1352	693
1154	1723	670
1154	2819	487
1154	2891	814
1154	2892	582
1154	2893	545
1154	2894	539
1154	2895	497
1154	2896	481
1155	53	120
1155	111	218
1155	422	1293
1155	508	309
1155	512	143
1155	516	145
1155	795	339
1155	883	128
1155	904	486
1155	1005	238
1155	1009	395
1155	2465	117
1155	2855	603
1155	2897	141
1155	2898	120
1156	35	3175
1156	100	2051
1156	118	758
1156	158	825
1156	165	1136
1156	191	475
1156	261	413
1156	445	652
1156	903	660
1156	926	489
1156	1122	406
1156	1502	538
1156	1513	447
1157	89	391
1157	118	1113
1157	125	325
1157	210	484
1157	441	429
1157	446	659
1157	493	1408
1157	874	275
1157	1979	639
1157	2073	548
1157	2861	276
1157	2899	281
1158	47	203
1158	96	548
1158	133	265
1158	352	197
1158	505	212
1158	782	153
1158	802	336
1158	1098	182
1158	1118	283
1158	1593	268
1159	34	2003
1159	36	531
1159	42	452
1159	96	503
1159	210	457
1159	217	767
1159	286	1412
1159	352	523
1159	534	176
1159	1122	2113
1160	47	307
1160	52	3185
1160	102	2111
1160	302	270
1160	305	916
1160	776	2806
1160	863	294
1160	1523	2525
1160	1524	632
1160	2448	396
1161	37	1498
1161	95	314
1161	364	552
1161	564	1289
1161	2472	838
1163	13	23
1163	36	2
1163	227	4
1163	275	4
1163	445	84
1163	499	5
1163	788	5
1163	2133	2
1163	2325	3
1164	24	735
1164	30	275
1164	72	246
1164	105	589
1164	161	449
1164	272	371
1164	676	832
1164	684	437
1164	858	457
1164	957	455
1164	1081	398
1164	1324	1011
1164	1896	355
1164	1949	295
1164	2613	258
1164	2665	330
1164	2669	316
1164	2900	682
1164	2901	394
1164	2902	255
1165	26	174
1165	52	329
1165	55	161
1165	109	414
1165	445	252
1165	1662	179
1165	2903	266
1165	2904	190
1166	52	35
1166	199	33
1166	576	34
1166	1912	23
1166	2905	56
1166	2906	20
1166	2907	13
1166	2908	8
1167	105	95
1167	195	47
1167	196	138
1167	200	646
1167	392	42
1167	1036	115
1167	1528	38
1167	1728	40
1167	2909	45
1170	46	1270
1170	55	263
1170	105	222
1170	110	365
1170	235	166
1170	391	347
1170	399	150
1170	528	381
1170	764	426
1170	863	403
1170	1396	277
1170	2910	155
1171	202	77
1171	371	93
1171	550	59
1172	36	281
1172	80	191
1172	126	707
1172	243	435
1172	245	874
1172	261	169
1172	548	205
1172	806	143
1172	1161	131
1172	1162	187
1172	1166	327
1172	1760	317
1172	2911	353
1173	111	540
1173	155	411
1173	161	1025
1173	196	791
1173	275	1338
1173	295	508
1173	485	325
1173	516	304
1173	685	488
1173	882	663
1173	883	326
1173	1528	299
1174	754	1015
1174	1300	484
1174	1748	684
1176	47	949
1176	96	1827
1176	98	740
1176	102	528
1176	209	423
1176	210	1240
1176	212	381
1176	216	373
1176	242	547
1176	1445	336
1177	124	307
1177	493	577
1177	722	281
1177	1122	537
1177	1239	179
1177	1240	962
1177	1974	251
1177	1997	189
1177	2072	183
1177	2074	296
1177	2162	810
1177	2210	643
1178	46	1165
1178	87	349
1178	105	651
1178	267	354
1178	389	226
1178	391	242
1178	469	362
1178	1186	2167
1178	1697	4854
1178	2912	1034
1178	2913	526
1178	2914	420
1178	2915	344
1178	2916	330
1179	52	814
1179	55	91
1179	73	99
1179	80	480
1179	133	200
1179	387	163
1179	560	89
1179	1889	130
1180	55	119
1180	74	50
1180	80	86
1180	128	79
1180	130	37
1180	361	103
1180	570	50
1180	899	30
1180	1710	30
1180	1960	216
1180	2917	32
1181	164	422
1181	196	362
1181	223	818
1181	252	292
1181	297	557
1181	320	383
1181	498	331
1181	516	684
1181	684	629
1181	883	745
1181	936	577
1181	1545	393
1181	1712	355
1181	1951	324
1181	2067	394
1181	2364	281
1181	2660	430
1181	2826	348
1181	2856	325
1181	2918	450
1181	2919	338
1181	2920	308
1182	35	555
1182	57	196
1182	110	239
1182	155	507
1182	156	127
1182	160	1545
1182	165	2314
1182	196	7966
1182	286	361
1182	299	398
1182	358	346
1182	448	581
1182	508	727
1182	582	656
1182	735	358
1182	1502	137
1182	1514	218
1182	1536	113
1182	2013	430
1182	2089	189
1183	102	766
1183	118	434
1183	302	861
1183	325	623
1183	560	525
1183	776	21670
1183	802	592
1183	1261	585
1184	22	134
1184	74	95
1184	80	553
1184	117	202
1184	127	82
1184	131	213
1184	230	137
1184	829	143
1184	895	129
1184	922	68
1184	2921	72
1185	20	684
1185	22	1576
1185	24	294
1185	55	283
1185	104	420
1185	137	646
1185	230	395
1185	233	211
1185	413	304
1185	572	293
1185	574	274
1185	957	990
1185	1950	340
1185	2922	1725
1185	2923	494
1185	2924	461
1185	2925	212
1186	72	722
1186	74	460
1186	75	523
1186	87	468
1186	117	460
1186	130	590
1186	132	594
1186	137	1752
1186	237	415
1186	1141	615
1187	36	136
1187	111	175
1187	141	357
1187	163	412
1187	608	188
1187	613	120
1187	614	340
1187	617	201
1187	664	150
1187	865	153
1187	1088	138
1187	1416	229
1187	1586	136
1187	2926	172
1188	24	913
1188	41	784
1188	46	807
1188	104	623
1188	107	624
1188	131	2521
1188	137	1826
1188	187	801
1188	361	1465
1188	413	934
1188	863	1476
1188	957	1070
1188	1324	636
1188	1589	1107
1188	2927	1221
1189	74	404
1189	79	178
1189	80	99
1189	87	260
1189	117	277
1189	127	585
1189	130	93
1189	132	300
1189	134	189
1189	135	150
1189	185	1050
1189	206	315
1189	267	193
1189	374	86
1189	1325	376
1190	56	644
1190	107	1233
1190	111	290
1190	295	543
1190	361	341
1190	516	962
1190	708	300
1190	1078	632
1190	1083	457
1190	1969	340
1190	2135	414
1190	2928	397
1191	36	83
1191	52	449
1191	276	66
1191	352	74
1191	356	149
1191	357	125
1191	487	67
1191	788	114
1191	1310	84
1191	2604	77
1191	2929	79
1192	36	1249
1192	52	1780
1192	105	350
1192	109	931
1192	114	961
1192	483	401
1192	527	516
1192	895	521
1192	1662	1263
1192	2199	1404
1193	119	675
1193	427	630
1193	522	755
1193	524	3915
1193	526	13534
1193	992	1134
1193	994	2614
1193	1115	876
1193	1256	1716
1193	1730	1103
1194	24	783
1194	55	567
1194	104	602
1194	223	1035
1194	235	1027
1194	442	1020
1194	508	464
1194	673	8200
1194	681	4655
1194	1236	531
1194	1277	843
1194	1278	2782
1194	2610	980
1194	2819	494
1194	2930	664
1194	2931	648
1195	422	3936
1195	516	7280
1195	790	4640
1195	2638	5442
1195	2932	5089
1195	2933	2637
1195	2934	1956
1196	52	1040
1196	102	151
1196	114	2303
1196	119	1031
1196	124	1513
1196	134	163
1196	188	5127
1196	527	162
1196	756	1055
1196	1401	561
1196	1466	253
1196	2199	149
1197	79	744
1197	115	2800
1197	184	1586
1197	185	1273
1197	206	130
1197	377	1091
1197	399	70
1197	406	900
1197	437	331
1197	901	1285
1197	919	1128
1197	1143	570
1197	1145	190
1197	1188	1154
1197	2189	156
1197	2485	159
1197	2935	155
1197	2936	115
1198	46	335
1198	47	182
1198	78	226
1198	79	166
1198	80	219
1198	98	226
1198	117	255
1198	131	242
1198	137	477
1198	185	229
1198	572	379
1198	923	311
1199	36	367
1199	141	1993
1199	191	391
1199	391	300
1199	670	366
1199	718	424
1199	1989	385
1199	2096	334
1200	36	199
1200	52	429
1200	55	173
1200	97	208
1200	189	276
1200	221	538
1200	294	310
1200	1662	1435
1200	2937	145
1202	22	400
1202	155	255
1202	161	1509
1202	293	261
1202	887	450
1202	1181	279
1204	53	183
1204	155	1109
1204	156	312
1204	196	361
1204	418	188
1204	419	430
1204	422	516
1204	510	1048
1204	519	359
1204	795	343
1204	843	205
1204	846	792
1204	1372	215
1204	1528	318
1204	2593	218
1206	36	175
1206	141	238
1206	250	246
1206	306	118
1206	558	168
1206	608	252
1206	1453	333
1206	2938	422
1206	2939	304
1207	52	141
1207	102	70
1207	243	54
1207	298	157
1207	2504	196
1207	2940	369
1207	2941	122
1207	2942	58
1209	26	44
1209	28	183
1209	40	34
1209	275	47
1209	501	43
1209	1057	40
1209	1667	40
1209	2943	55
1209	2944	37
1210	26	4810
1210	256	1287
1210	257	2710
1210	499	2029
1210	883	1840
1210	1057	1521
1210	1571	2735
1211	257	79
1211	277	182
1211	882	133
1211	883	117
1211	932	184
1211	1047	83
1211	1677	81
1211	2649	133
1211	2945	230
1211	2946	88
1211	2947	86
1211	2948	79
1212	22	864
1212	36	291
1212	48	548
1212	52	2554
1212	53	1396
1212	109	901
1212	235	493
1212	670	751
1212	1144	325
1212	1535	331
1212	2463	797
1212	2949	387
1213	13	21
1213	191	28
1213	265	20
1213	329	34
1213	332	24
1213	2506	29
1213	2950	70
1214	216	715
1214	804	111
1214	871	299
1214	1523	178
1214	1980	550
1214	2114	300
1214	2951	1458
1215	106	212
1215	233	1034
1215	252	1427
1215	389	676
1215	832	4331
1215	1141	929
1215	1218	825
1215	1469	536
1215	2131	475
1215	2327	222
1215	2598	217
1215	2952	694
1215	2953	196
1216	47	994
1216	55	615
1216	78	1717
1216	102	216
1216	118	8802
1216	282	197
1216	575	149
1216	1144	1531
1216	1589	669
1216	1594	820
1216	2116	1430
1217	91	217
1217	235	295
1217	353	361
1217	378	397
1217	878	148
1217	1218	222
1217	1257	152
1217	1395	454
1217	1440	157
1217	1587	159
1217	1851	200
1217	2020	315
1217	2065	170
1217	2627	227
1217	2954	202
1217	2955	178
1217	2956	149
1219	22	1083
1219	41	699
1219	46	449
1219	53	923
1219	132	200
1219	192	971
1219	252	405
1219	385	776
1219	2064	236
1220	22	969
1220	24	1049
1220	40	1092
1220	55	778
1220	107	808
1220	109	1168
1220	110	880
1220	230	1312
1220	261	968
1220	361	1523
1220	399	1154
1220	957	826
1220	1174	756
1220	1308	781
1220	1325	802
1221	102	25
1221	1135	40
1221	2654	24
1221	2855	22
1221	2957	60
1221	2958	26
1221	2959	25
1221	2960	21
1221	2961	20
1222	72	3622
1222	80	549
1222	87	843
1222	88	843
1222	115	822
1222	116	1413
1222	237	1140
1222	276	823
1222	377	701
1222	539	548
1222	2698	558
1223	30	583
1223	36	624
1223	55	901
1223	147	676
1223	465	1014
1223	788	568
1223	1325	1211
1223	1854	915
1223	1982	636
1223	2307	603
1223	2577	813
1223	2962	737
1224	146	55
1224	147	85
1224	774	111
1224	785	150
1224	788	77
1224	1140	46
1224	1719	44
1224	1944	84
1224	2732	43
1224	2764	40
1224	2781	77
1224	2963	41
1224	2964	38
1225	20	78
1225	24	23
1225	126	20
1225	221	14
1225	445	76
1225	2965	20
1226	66	192
1226	74	1567
1226	96	249
1226	134	413
1226	183	1105
1226	548	232
1226	2966	1038
1226	2967	174
1228	34	2144
1228	36	1158
1228	52	266
1228	100	341
1228	155	741
1228	195	343
1228	228	392
1228	315	340
1228	362	366
1228	511	339
1228	735	221
1228	928	414
1228	961	426
1228	1514	499
1228	1528	425
1228	1530	230
1229	129	276
1229	253	375
1229	254	888
1229	261	609
1229	366	1360
1229	899	410
1229	1558	129
1229	2504	192
1230	51	9
1230	459	9
1230	468	8
1230	959	8
1230	1672	6
1230	2968	12
1230	2969	8
1230	2970	6
1230	2971	6
1230	2972	5
1231	30	783
1231	36	170
1231	478	194
1231	788	194
1231	1311	272
1231	2274	190
1231	2973	338
1232	13	66
1232	223	95
1232	277	631
1232	293	107
1232	445	148
1232	498	121
1232	799	142
1232	883	397
1232	947	56
1232	1220	66
1232	1292	132
1232	1492	188
1232	1493	350
1232	2974	422
1232	2975	149
1233	24	612
1233	74	1369
1233	80	705
1233	98	427
1233	131	907
1233	132	2274
1233	230	686
1233	237	5555
1233	361	361
1233	919	592
1233	1114	377
1233	1336	362
1233	2155	451
1233	2976	5202
1233	2977	1400
1233	2978	590
1233	2979	376
1234	38	229
1234	118	192
1234	254	230
1234	499	265
1234	915	1048
1234	956	1842
1234	2260	260
1234	2980	166
1235	36	235
1235	96	433
1235	151	368
1235	155	324
1235	1353	208
1235	1777	916
1235	1826	272
1235	2648	393
1235	2823	268
1235	2981	356
1236	96	990
1236	114	1758
1236	136	881
1236	210	2088
1236	211	2955
1236	242	6015
1236	286	9050
1236	358	700
1236	361	874
1236	653	2559
1236	679	3749
1236	682	10491
1236	1328	787
1236	2551	776
1237	46	1142
1237	53	335
1237	74	240
1237	294	1561
1237	295	553
1237	389	807
1237	2937	633
1237	2982	256
1237	2983	255
1238	36	184
1238	55	211
1238	109	500
1238	110	484
1238	143	644
1238	895	189
1238	1345	684
1238	1347	439
1238	2058	170
1238	2245	244
1238	2984	924
1239	34	841
1239	36	2334
1239	37	369
1239	42	272
1239	45	177
1239	52	490
1239	55	725
1239	105	333
1239	109	167
1239	252	161
1239	469	161
1239	1662	649
1239	2434	381
1239	2985	485
1239	2986	176
1240	35	154
1240	36	557
1240	46	194
1240	107	118
1240	141	207
1240	165	246
1240	388	671
1240	438	119
1240	695	119
1240	769	141
1240	882	151
1240	1514	329
1240	1802	215
1240	1805	118
1240	2597	290
1240	2741	139
1240	2987	414
1240	2988	146
1240	2989	122
1240	2990	113
1242	36	325
1242	45	375
1242	52	259
1242	286	783
1242	388	132
1242	438	180
1242	446	184
1242	654	235
1242	771	246
1242	1042	377
1242	1992	156
1242	2120	385
1242	2648	228
1242	2991	326
1243	102	115
1243	105	111
1243	109	292
1243	114	80
1243	286	76
1243	477	83
1243	1133	83
1243	1342	70
1243	1832	82
1243	2199	103
1244	46	387
1244	221	421
1244	1235	257
1244	1343	383
1244	2517	919
1244	2597	221
1244	2719	1652
1244	2890	188
1244	2992	1651
1244	2993	978
1244	2994	208
1245	47	447
1245	55	450
1245	118	4443
1245	282	1123
1245	305	636
1245	764	437
1245	833	3480
1245	906	421
1245	1020	995
1245	1144	3395
1245	1556	1709
1245	2116	655
1245	2995	661
1245	2996	626
1246	24	285
1246	41	177
1246	132	261
1246	558	186
1246	673	266
1246	1073	323
1246	2414	188
1246	2893	228
1246	2997	775
1246	2998	323
1246	2999	265
1246	3000	189
1246	3001	166
1247	66	669
1247	74	247
1247	79	1778
1247	80	237
1247	87	405
1247	98	710
1247	130	151
1247	184	209
1247	185	647
1247	438	1217
1247	919	357
1247	1277	637
1247	3002	306
1248	68	102
1248	75	47
1248	145	213
1248	399	338
1248	832	111
1248	900	39
1248	1026	53
1248	1469	70
1248	2598	193
1248	3003	763
1248	3004	64
1249	36	278
1249	53	275
1249	60	392
1249	227	402
1249	277	219
1249	307	408
1249	590	209
1249	867	290
1249	887	385
1249	897	268
1249	941	210
1249	959	311
1249	2194	256
1249	2771	421
1249	2804	240
1249	3005	346
1249	3006	264
1249	3007	250
1249	3008	236
1253	79	636
1253	87	1129
1253	134	5479
1253	135	554
1253	171	235
1253	267	210
1253	560	314
1253	1186	403
1253	1230	261
1253	1424	216
1254	34	1172
1254	35	964
1254	42	604
1254	196	580
1254	211	517
1254	622	316
1254	623	485
1254	624	366
1254	630	818
1254	735	710
1254	928	517
1254	1217	641
1254	1721	346
1254	2009	267
1254	2492	259
1254	2505	568
1254	3009	762
1254	3010	508
1254	3011	249
1255	45	381
1255	104	591
1255	107	1091
1255	109	667
1255	110	490
1255	111	606
1255	127	295
1255	252	1314
1255	863	1645
1256	613	123
1256	904	111
1256	989	99
1256	1130	137
1256	1440	69
1256	3012	619
1256	3013	121
1256	3014	109
1256	3015	82
1256	3016	75
1256	3017	74
1258	164	159
1258	221	59
1258	224	168
1258	277	109
1258	496	79
1258	686	61
1258	799	53
1258	932	37
1258	941	219
1258	1115	146
1258	3018	45
1259	47	26787
1259	118	54600
1259	504	653
1259	756	409
1259	1395	286
1259	1538	2128
1261	22	356
1261	45	190
1261	55	433
1261	56	184
1261	57	318
1261	61	276
1261	159	240
1261	187	323
1261	469	222
1261	1461	180
1261	2507	504
1262	437	1
1262	899	3
1262	1372	1
1262	2804	1
1262	2806	1
1262	2810	1
1262	2814	1
1262	3019	1
1262	3020	1
1263	78	775
1263	79	675
1263	96	543
1263	167	1159
1263	203	525
1263	721	835
1263	1040	452
1263	1231	691
1263	1820	392
1263	1821	454
1263	2071	2093
1263	3021	663
1264	36	3163
1264	46	108
1264	52	158
1264	191	67
1265	24	231
1265	35	389
1265	46	365
1265	110	124
1265	165	465
1265	197	525
1265	462	387
1265	572	131
1265	708	72
1265	732	181
1265	1114	146
1265	1545	396
1265	1969	76
1265	3022	111
1267	36	456
1267	42	676
1267	47	861
1267	102	4524
1267	243	2509
1267	250	1142
1267	1523	651
1267	3023	413
1270	41	212
1270	102	93
1270	128	368
1270	133	88
1270	280	179
1270	282	77
1270	353	79
1270	776	128
1270	989	65
1270	998	72
1270	1589	289
1270	3024	140
1271	608	519
1271	1105	333
1271	1754	473
1271	1851	941
1271	2671	316
1271	2686	504
1271	3025	732
1271	3026	610
1271	3027	529
1271	3028	261
1272	47	1270
1272	55	1105
1272	78	263
1272	102	1198
1272	118	1093
1272	133	1175
1272	171	488
1272	184	2358
1272	185	483
1272	267	11706
1273	4	275
1273	55	123
1273	100	1148
1273	197	107
1273	254	236
1273	334	833
1273	355	110
1273	383	129
1273	446	144
1273	545	155
1273	857	176
1273	858	111
1273	1583	224
1273	1700	179
1273	1809	237
1273	3029	249
1274	36	190
1274	52	157
1274	788	431
1274	1989	279
1274	3030	149
1275	22	621
1275	36	1867
1275	46	1028
1275	55	1016
1275	97	522
1275	104	549
1275	105	843
1275	110	899
1275	141	651
1275	850	591
1275	1174	1276
1275	2703	517
1275	3031	1206
1276	102	172
1276	511	88
1276	705	103
1276	827	91
1276	2748	87
1276	3032	204
1276	3033	168
1276	3034	98
1276	3035	94
1276	3036	83
1277	41	1174
1277	46	2465
1277	52	1550
1277	53	3704
1277	105	3123
1277	114	1299
1277	133	1690
1277	235	2856
1277	236	1803
1277	267	1512
1277	878	2991
1277	951	1304
1277	1103	1800
1277	2163	1679
1278	79	43
1278	80	221
1278	81	46
1278	130	75
1278	261	49
1278	269	1379
1278	376	470
1278	522	158
1278	561	51
1278	1410	78
1278	1889	78
1278	2083	566
1278	2269	52
1279	41	64
1279	46	165
1279	165	68
1279	197	207
1279	456	130
1279	462	187
1279	554	49
1279	1031	37
1279	1218	40
1279	1496	84
1279	2102	73
1279	3037	108
1280	16	322
1280	22	784
1280	53	640
1280	116	370
1280	132	1092
1280	190	788
1280	221	2190
1280	237	428
1280	407	1045
1280	2347	1020
1280	3038	569
1281	34	13
1281	42	8
1281	286	19
1281	439	8
1281	756	14
1281	2199	7
1281	3039	11
1282	136	202
1282	353	187
1282	382	441
1282	445	381
1282	498	147
1282	891	165
1282	1018	179
1282	2030	239
1283	75	1254
1283	78	2592
1283	79	1711
1283	87	1440
1283	91	2485
1283	115	988
1283	184	5346
1283	185	1165
1283	377	5085
1283	406	1390
1284	155	528
1284	156	1169
1284	196	852
1284	200	217
1284	275	314
1284	314	257
1284	519	561
1284	690	588
1284	727	412
1284	732	204
1284	1384	356
1284	2113	197
1284	2579	614
1286	46	283
1286	293	437
1286	516	779
1286	882	419
1286	883	365
1286	888	606
1286	1416	495
1286	2587	341
1286	3041	377
1287	1	330
1287	3	205
1287	7	77
1287	18	163
1287	242	117
1287	393	586
1287	746	81
1287	771	51
1287	871	68
1287	1148	90
1287	1446	282
1287	1554	145
1287	1907	174
1287	2172	96
