user	relation	tag
170	createdTag	2842
617	friendWith	1811
922	createdTag	8271
1433	createdTag	2701
1153	friendWith	721
1001	friendWith	120
1848	createdTag	2295
1914	createdTag	2173
1832	createdTag	4449
405	createdTag	2740
1766	friendWith	129
203	createdTag	2118
380	createdTag	2406
656	friendWith	1541
1579	createdTag	4011
231	friendWith	1023
156	createdTag	2295
163	createdTag	3867
1653	friendWith	1300
1145	friendWith	1829
904	createdTag	2178
1690	friendWith	1136
271	friendWith	1447
1866	friendWith	788
439	createdTag	5645
24	friendWith	1033
405	createdTag	2404
665	friendWith	1496
1210	friendWith	264
1023	friendWith	691
1898	friendWith	1365
1724	createdTag	2221
1689	createdTag	2813
753	createdTag	2408
1832	createdTag	2113
905	friendWith	1869
771	createdTag	2179
439	createdTag	3523
1682	friendWith	1281
1277	createdTag	8149
1605	friendWith	1765
830	friendWith	1528
1233	createdTag	2114
1757	friendWith	742
904	friendWith	1369
1478	friendWith	1072
1734	createdTag	5038
1789	createdTag	2489
1463	createdTag	11538
1065	friendWith	1301
283	createdTag	2115
1202	createdTag	2626
1179	friendWith	966
1572	friendWith	2072
1895	friendWith	310
114	friendWith	1488
1346	friendWith	57
436	createdTag	2173
732	friendWith	1233
1202	createdTag	2284
1517	friendWith	1248
252	friendWith	1145
1459	friendWith	83
1503	friendWith	910
1530	friendWith	933
4	createdTag	2124
763	friendWith	1704
1102	friendWith	851
1368	createdTag	2179
692	createdTag	2124
1710	createdTag	2114
1730	createdTag	2161
2018	friendWith	1248
820	friendWith	692
2018	friendWith	227
1742	friendWith	1394
1666	friendWith	1871
1587	friendWith	516
1660	friendWith	1761
1097	friendWith	1909
486	friendWith	1725
1975	friendWith	1801
252	friendWith	1917
1885	createdTag	2159
1136	friendWith	1829
1679	createdTag	2287
884	friendWith	917
1992	createdTag	4064
671	createdTag	2234
120	friendWith	634
380	friendWith	1666
1926	createdTag	2118
1247	friendWith	227
667	friendWith	809
743	friendWith	761
1413	friendWith	134
1981	createdTag	2725
1079	createdTag	2227
1170	friendWith	266
2054	friendWith	383
871	friendWith	507
1210	friendWith	452
1557	createdTag	2114
355	friendWith	836
396	createdTag	2139
179	friendWith	399
2072	friendWith	1572
851	friendWith	723
697	createdTag	2427
1994	friendWith	298
1660	friendWith	1108
236	friendWith	129
940	createdTag	2396
90	friendWith	595
930	friendWith	481
2007	friendWith	1623
972	createdTag	2626
955	createdTag	2125
1685	friendWith	1072
1249	createdTag	2124
1478	friendWith	1074
637	friendWith	482
425	friendWith	1247
1104	friendWith	1813
1700	createdTag	4436
703	friendWith	1659
140	createdTag	2313
940	createdTag	2295
1356	friendWith	53
1070	friendWith	303
1491	friendWith	232
1535	friendWith	638
814	friendWith	198
227	friendWith	2018
1830	friendWith	298
1977	createdTag	2291
1679	createdTag	2174
525	friendWith	1632
1543	friendWith	1158
1832	createdTag	2295
642	createdTag	2929
1757	createdTag	2581
190	createdTag	2284
135	friendWith	325
437	friendWith	179
1567	friendWith	1410
514	friendWith	120
1001	friendWith	809
1267	createdTag	2269
761	createdTag	2287
1179	friendWith	830
1033	friendWith	1027
730	friendWith	58
734	friendWith	843
328	friendWith	770
437	friendWith	1150
2018	friendWith	247
1302	friendWith	1478
1832	createdTag	4011
497	friendWith	46
1624	createdTag	2396
1832	createdTag	2179
503	friendWith	380
831	friendWith	1033
940	createdTag	2295
887	createdTag	2674
939	createdTag	2178
256	friendWith	660
609	friendWith	46
838	friendWith	1075
621	friendWith	705
439	createdTag	5650
1130	friendWith	1879
118	createdTag	2173
761	friendWith	1618
968	friendWith	1155
632	friendWith	1135
1258	friendWith	1232
1999	friendWith	881
127	friendWith	1887
670	createdTag	2295
2067	createdTag	2392
632	friendWith	593
120	friendWith	79
2	friendWith	1585
1880	friendWith	1304
75	friendWith	1646
1176	createdTag	2276
1453	friendWith	1725
1287	friendWith	378
1380	createdTag	3454
1075	friendWith	1910
963	friendWith	1648
1679	createdTag	2287
997	friendWith	1408
743	friendWith	1818
312	friendWith	1773
370	createdTag	2190
581	createdTag	2608
170	createdTag	2843
708	friendWith	454
690	friendWith	1742
812	createdTag	2179
1183	createdTag	2294
1726	friendWith	1607
674	friendWith	884
414	friendWith	1560
1850	createdTag	2310
40	createdTag	2130
1002	friendWith	617
869	createdTag	2928
118	friendWith	1293
1503	friendWith	1895
330	friendWith	419
153	createdTag	2921
1171	friendWith	1423
256	friendWith	1606
1478	friendWith	1646
1249	friendWith	1924
1568	friendWith	8
1865	friendWith	779
1912	createdTag	2404
1672	createdTag	2929
2009	createdTag	2173
781	createdTag	2267
253	friendWith	1179
357	createdTag	2118
400	friendWith	79
237	createdTag	2181
1245	createdTag	2181
516	friendWith	499
1766	friendWith	1757
171	createdTag	2178
396	createdTag	2399
1956	friendWith	1553
211	createdTag	2118
1527	friendWith	1354
1522	createdTag	2179
94	friendWith	1905
691	friendWith	1690
847	friendWith	236
955	createdTag	2452
561	friendWith	1278
931	createdTag	2187
1954	friendWith	553
1514	friendWith	520
1258	friendWith	211
387	friendWith	1075
658	createdTag	2421
1243	createdTag	2234
801	friendWith	1379
1172	createdTag	3078
675	friendWith	24
63	createdTag	2292
183	friendWith	142
649	createdTag	2715
964	createdTag	2179
532	friendWith	964
2008	friendWith	1339
1445	friendWith	571
1455	createdTag	2316
375	createdTag	2449
1757	createdTag	3184
1533	friendWith	572
46	friendWith	2004
2003	createdTag	2147
1433	friendWith	1137
152	friendWith	1462
1600	friendWith	632
1427	friendWith	275
1213	friendWith	499
577	friendWith	1496
158	friendWith	1104
1581	friendWith	1793
1356	friendWith	486
692	createdTag	7027
1449	friendWith	1488
2019	createdTag	2285
223	createdTag	2231
963	friendWith	1033
1213	friendWith	99
1553	createdTag	3402
1405	friendWith	1210
778	friendWith	340
625	createdTag	2396
749	friendWith	232
2099	createdTag	2113
1665	friendWith	851
205	friendWith	181
836	friendWith	1247
649	createdTag	4317
2027	friendWith	1568
1374	createdTag	2178
922	createdTag	2330
1880	friendWith	884
627	friendWith	2047
1377	friendWith	747
1310	friendWith	1283
2061	friendWith	1087
1014	friendWith	1979
503	friendWith	572
1097	friendWith	473
1423	friendWith	1034
612	createdTag	2173
168	createdTag	2118
66	createdTag	2992
2003	createdTag	2190
16	createdTag	2173
242	friendWith	145
329	friendWith	1879
1759	createdTag	2316
1625	friendWith	1230
1275	friendWith	899
1498	friendWith	370
548	createdTag	6217
550	friendWith	731
1926	createdTag	2230
388	friendWith	59
431	friendWith	1170
439	createdTag	5644
1056	friendWith	1318
242	friendWith	1434
1146	friendWith	726
396	createdTag	2101
317	createdTag	2310
1272	friendWith	941
730	friendWith	732
884	friendWith	1559
1696	createdTag	2176
1900	createdTag	2230
1761	friendWith	655
936	createdTag	2118
1956	friendWith	1082
453	friendWith	1049
331	friendWith	302
963	friendWith	518
140	createdTag	3634
1661	createdTag	2209
424	friendWith	1488
236	friendWith	1773
1803	createdTag	2406
470	friendWith	415
248	createdTag	2124
152	createdTag	3746
83	createdTag	3130
216	friendWith	211
1094	createdTag	2227
387	createdTag	2406
759	friendWith	145
517	createdTag	4485
675	friendWith	1445
1821	friendWith	1646
1567	friendWith	910
1164	friendWith	1432
1766	friendWith	1466
1895	friendWith	1184
511	createdTag	3322
1771	friendWith	143
51	friendWith	534
2007	friendWith	1397
43	createdTag	2409
1300	friendWith	481
439	createdTag	2192
1466	createdTag	2230
137	createdTag	2328
1263	friendWith	545
1404	friendWith	889
1777	friendWith	1581
439	createdTag	5657
1343	friendWith	1753
907	friendWith	1554
488	createdTag	2313
699	friendWith	1249
439	friendWith	411
830	friendWith	1516
236	createdTag	2230
133	createdTag	2124
240	friendWith	231
684	friendWith	732
2016	friendWith	2088
340	friendWith	451
248	createdTag	2881
847	friendWith	561
749	friendWith	1766
684	friendWith	1434
1144	friendWith	143
2060	createdTag	5800
1560	friendWith	809
701	friendWith	1262
47	friendWith	1636
1926	createdTag	2121
1103	createdTag	2161
370	createdTag	2139
714	createdTag	2409
10	friendWith	1530
140	createdTag	3634
930	friendWith	911
1247	friendWith	1453
1364	friendWith	1061
586	friendWith	2100
642	friendWith	115
380	createdTag	2124
917	friendWith	632
1384	friendWith	1905
922	createdTag	8272
146	friendWith	1687
692	createdTag	2795
558	friendWith	1014
122	friendWith	1660
1322	friendWith	1442
1305	friendWith	1056
1352	friendWith	1615
788	friendWith	1866
1305	friendWith	399
388	createdTag	2284
753	createdTag	3125
1766	friendWith	1780
1910	friendWith	1075
1310	friendWith	847
557	createdTag	2161
439	createdTag	5637
256	friendWith	1226
1310	friendWith	1869
1453	friendWith	1525
1753	friendWith	1706
692	createdTag	3197
462	friendWith	1785
202	createdTag	2894
2042	friendWith	1214
814	friendWith	535
232	friendWith	236
1662	friendWith	1852
1243	createdTag	2146
1075	friendWith	1785
227	createdTag	2245
69	friendWith	168
1582	createdTag	2181
1832	createdTag	2126
390	friendWith	1429
1343	friendWith	1978
991	createdTag	2487
1963	createdTag	2118
581	createdTag	2761
99	friendWith	304
2099	createdTag	2858
1346	friendWith	514
334	friendWith	1416
2099	createdTag	2115
1929	createdTag	2487
142	createdTag	2179
1283	createdTag	10404
1647	createdTag	2173
1895	friendWith	355
530	createdTag	2923
280	friendWith	1057
357	createdTag	2133
488	createdTag	4866
387	createdTag	2234
1278	friendWith	231
712	friendWith	1682
1986	friendWith	459
569	friendWith	1057
497	friendWith	572
768	friendWith	578
593	friendWith	79
1918	friendWith	198
490	createdTag	2279
1804	createdTag	2532
460	friendWith	1213
1071	friendWith	569
349	friendWith	207
717	friendWith	1069
985	friendWith	1132
1038	friendWith	1209
1579	createdTag	2118
1719	createdTag	4589
467	friendWith	1534
1661	createdTag	2626
1300	friendWith	419
1869	friendWith	910
1914	friendWith	1488
1662	friendWith	858
2030	createdTag	2179
1253	createdTag	2608
1661	createdTag	2396
1179	friendWith	569
539	friendWith	886
1325	friendWith	1933
1778	createdTag	6997
527	friendWith	302
621	friendWith	145
1173	friendWith	1343
228	createdTag	2181
1848	createdTag	2181
910	friendWith	1027
439	createdTag	5650
297	createdTag	2184
1103	createdTag	2118
59	friendWith	1635
2087	createdTag	2124
1520	friendWith	1319
851	friendWith	1222
1130	friendWith	219
575	friendWith	658
655	friendWith	1069
624	createdTag	2149
190	createdTag	4069
1623	createdTag	2118
837	createdTag	2187
208	friendWith	1018
428	friendWith	264
688	friendWith	1597
62	createdTag	2331
998	friendWith	2054
888	friendWith	545
1102	friendWith	329
1825	friendWith	1743
346	friendWith	1715
580	createdTag	2411
1706	friendWith	537
1625	createdTag	2795
1337	createdTag	2299
804	friendWith	1973
2087	createdTag	2230
727	createdTag	2365
852	friendWith	815
253	friendWith	409
1639	friendWith	1702
1532	friendWith	675
910	friendWith	271
1128	createdTag	2230
1925	createdTag	2298
190	createdTag	4073
1135	friendWith	1027
1178	friendWith	8
1183	createdTag	2269
1883	createdTag	2118
203	friendWith	903
761	createdTag	2125
1826	friendWith	1597
419	friendWith	723
593	friendWith	1122
102	createdTag	3338
1054	friendWith	1075
2018	friendWith	1080
1626	friendWith	767
2087	friendWith	1179
466	createdTag	2279
1380	createdTag	2284
1762	friendWith	638
972	friendWith	1239
1278	createdTag	3337
1266	friendWith	1342
400	friendWith	1410
215	friendWith	1879
1924	friendWith	531
156	createdTag	2835
1247	friendWith	144
236	friendWith	638
187	friendWith	1210
1253	friendWith	1057
668	friendWith	1655
1771	friendWith	836
142	friendWith	572
1706	friendWith	795
271	friendWith	1909
75	friendWith	383
470	friendWith	260
1388	friendWith	101
190	createdTag	4055
589	friendWith	414
557	createdTag	2665
890	friendWith	635
1094	friendWith	26
799	friendWith	1883
780	createdTag	2124
1184	friendWith	1301
545	friendWith	54
492	friendWith	549
1607	friendWith	207
1164	friendWith	994
1049	friendWith	2084
692	createdTag	2892
1543	friendWith	1670
99	friendWith	1164
2004	friendWith	1498
1104	friendWith	339
2099	friendWith	1507
1023	friendWith	1135
1568	friendWith	2018
1002	friendWith	405
399	createdTag	2230
560	friendWith	397
49	friendWith	1434
530	createdTag	2725
1759	createdTag	2277
1730	friendWith	57
831	friendWith	2083
1202	createdTag	2139
332	friendWith	659
1618	friendWith	128
1219	friendWith	2039
590	friendWith	1476
518	friendWith	1033
1973	friendWith	966
1937	friendWith	1880
227	createdTag	2245
1301	friendWith	1471
1568	friendWith	1742
1207	friendWith	925
2036	friendWith	1259
31	createdTag	2385
1017	friendWith	690
1310	friendWith	421
1164	friendWith	2059
145	friendWith	223
2043	createdTag	2181
1535	friendWith	1308
285	friendWith	1809
675	friendWith	905
2018	friendWith	723
136	createdTag	3592
1894	friendWith	1027
143	friendWith	1001
439	createdTag	5659
823	createdTag	2353
1498	friendWith	183
1277	createdTag	2282
815	friendWith	1300
1124	friendWith	1133
1258	friendWith	266
317	friendWith	1543
552	friendWith	1249
1797	friendWith	543
707	createdTag	2292
1213	friendWith	128
1372	friendWith	1295
1281	friendWith	475
1030	createdTag	2105
1661	createdTag	2181
1616	friendWith	48
16	createdTag	2285
1801	friendWith	3
2003	createdTag	2146
936	createdTag	2287
2039	friendWith	569
1956	friendWith	1993
870	createdTag	2282
1354	friendWith	668
1516	friendWith	830
1041	friendWith	2066
1466	friendWith	851
21	createdTag	2456
1253	friendWith	1516
1005	friendWith	895
439	createdTag	5657
581	createdTag	2761
1332	friendWith	350
283	friendWith	2025
1369	friendWith	1446
1350	createdTag	10926
816	friendWith	749
1961	friendWith	2000
1102	friendWith	419
708	friendWith	1623
1895	friendWith	385
297	createdTag	2173
1118	friendWith	259
909	friendWith	1808
1287	friendWith	1296
1632	friendWith	1017
694	friendWith	1581
697	createdTag	2926
1210	createdTag	2125
271	friendWith	2004
1977	createdTag	2133
1016	createdTag	2392
227	createdTag	2406
45	createdTag	2230
340	friendWith	1301
1832	friendWith	1054
1304	createdTag	3352
1071	friendWith	966
1810	friendWith	1171
972	createdTag	2166
936	createdTag	2147
1699	friendWith	411
1900	createdTag	2125
1832	friendWith	1688
1650	friendWith	618
1832	createdTag	2387
396	createdTag	2402
709	createdTag	2172
210	friendWith	575
1202	createdTag	2950
231	friendWith	24
1757	createdTag	2139
1356	friendWith	1780
227	friendWith	1001
387	createdTag	2267
550	friendWith	925
557	createdTag	2161
1662	createdTag	2122
1954	friendWith	1034
761	friendWith	335
1741	friendWith	1682
488	createdTag	2626
1258	friendWith	15
884	friendWith	1880
114	friendWith	835
1008	createdTag	7878
78	friendWith	823
128	friendWith	1618
1247	friendWith	1753
59	createdTag	2146
1156	createdTag	2926
131	createdTag	2411
1132	friendWith	1659
1267	friendWith	1120
743	friendWith	1230
1670	friendWith	1366
403	createdTag	2179
2087	friendWith	271
1007	createdTag	8404
1248	friendWith	159
1659	friendWith	701
1832	createdTag	4011
922	createdTag	8270
211	friendWith	306
374	friendWith	1202
690	friendWith	415
2003	createdTag	2313
1174	friendWith	109
232	createdTag	2409
1525	friendWith	1773
651	createdTag	2139
1491	friendWith	129
2059	friendWith	691
1191	createdTag	2185
930	friendWith	1001
62	createdTag	2291
380	friendWith	1394
1511	friendWith	1898
753	friendWith	459
211	friendWith	1777
1396	createdTag	2270
236	friendWith	924
1081	createdTag	2173
480	createdTag	2116
868	friendWith	451
2003	friendWith	714
1294	friendWith	593
1759	createdTag	2470
2096	createdTag	2581
734	createdTag	2181
1572	friendWith	545
1007	createdTag	2284
1423	friendWith	1332
1975	createdTag	2183
1690	friendWith	1188
1662	createdTag	5410
999	friendWith	548
706	friendWith	654
1711	createdTag	8550
2041	friendWith	461
1730	friendWith	1926
692	createdTag	2728
1994	friendWith	1804
439	createdTag	5634
396	createdTag	2139
1632	friendWith	162
396	friendWith	1163
837	createdTag	2147
1935	createdTag	2285
1275	createdTag	2392
339	friendWith	79
2099	createdTag	2115
399	friendWith	1451
697	createdTag	2121
548	createdTag	2894
1248	friendWith	236
297	createdTag	2281
1964	friendWith	1081
692	createdTag	4706
1143	friendWith	1106
471	friendWith	195
335	friendWith	1381
480	friendWith	1210
514	friendWith	609
912	createdTag	3472
911	friendWith	340
1022	friendWith	79
1171	friendWith	732
1132	friendWith	1300
46	friendWith	1636
850	friendWith	540
1247	friendWith	612
1800	createdTag	2116
1455	friendWith	749
1426	createdTag	3487
966	friendWith	1143
909	friendWith	888
391	friendWith	1281
771	createdTag	3337
1005	friendWith	670
2066	createdTag	2675
1743	createdTag	2133
690	friendWith	558
695	friendWith	1557
1032	friendWith	1864
581	createdTag	4477
1311	friendWith	1475
2018	friendWith	1600
137	createdTag	2313
684	friendWith	911
905	friendWith	1132
1156	createdTag	2291
439	createdTag	5643
1056	friendWith	132
150	friendWith	419
1354	friendWith	953
267	createdTag	2209
1258	friendWith	32
2097	friendWith	1173
2048	friendWith	1662
1167	friendWith	122
258	friendWith	593
1457	friendWith	749
966	friendWith	808
158	createdTag	2267
48	friendWith	1648
336	createdTag	2187
1394	friendWith	1086
530	createdTag	2173
1213	friendWith	460
1803	friendWith	1560
1743	createdTag	2280
371	friendWith	1213
1931	createdTag	2287
317	friendWith	677
1365	friendWith	1075
1069	friendWith	1301
595	createdTag	2486
1754	createdTag	2487
1600	friendWith	1263
682	friendWith	1451
1757	createdTag	3338
921	createdTag	2281
454	createdTag	2287
1850	createdTag	2452
146	friendWith	413
1929	friendWith	1075
190	createdTag	4052
806	friendWith	247
253	friendWith	1437
1813	friendWith	1189
1653	friendWith	387
260	friendWith	1503
499	friendWith	396
1543	friendWith	119
1319	createdTag	2181
939	createdTag	2485
994	createdTag	2118
264	createdTag	2399
1963	createdTag	2267
1950	createdTag	2230
912	friendWith	85
1704	friendWith	463
820	friendWith	1660
133	friendWith	399
1963	createdTag	2316
1304	createdTag	4800
110	friendWith	1300
757	friendWith	534
16	createdTag	2173
2099	createdTag	2118
280	friendWith	1809
62	createdTag	2333
1249	createdTag	2399
1204	friendWith	820
802	friendWith	78
211	friendWith	650
1198	friendWith	941
1743	friendWith	1479
59	createdTag	2178
481	friendWith	1757
1565	createdTag	2316
142	friendWith	1514
439	createdTag	3466
110	friendWith	911
497	friendWith	322
142	createdTag	2230
200	createdTag	2123
1130	friendWith	30
574	friendWith	362
788	friendWith	1210
7	friendWith	815
159	createdTag	2179
2025	friendWith	1125
1124	friendWith	1429
1379	friendWith	339
1700	createdTag	2183
1660	friendWith	708
426	friendWith	1035
916	createdTag	2267
1106	friendWith	1690
1264	friendWith	1783
2069	friendWith	510
1056	friendWith	2070
256	friendWith	129
1706	createdTag	2202
981	createdTag	8585
2018	friendWith	1856
1007	createdTag	8404
1895	friendWith	1046
1741	createdTag	2306
1445	friendWith	162
45	friendWith	518
79	createdTag	2267
972	createdTag	2524
590	friendWith	1768
747	createdTag	2476
1868	createdTag	2835
1253	friendWith	240
1584	createdTag	2281
684	friendWith	318
514	friendWith	545
1965	friendWith	1184
264	createdTag	2244
310	friendWith	1023
1783	createdTag	2189
924	friendWith	1116
12	createdTag	2277
333	friendWith	1600
1655	createdTag	2188
525	createdTag	4304
14	createdTag	2345
1711	createdTag	8550
1597	friendWith	1161
137	createdTag	2793
646	friendWith	267
1249	friendWith	49
1171	friendWith	1272
1050	friendWith	1395
1283	createdTag	3969
496	friendWith	750
1625	friendWith	994
899	friendWith	1895
437	friendWith	1001
454	friendWith	365
877	friendWith	1397
396	createdTag	2295
723	friendWith	1179
206	friendWith	435
308	friendWith	298
906	friendWith	632
779	friendWith	831
329	friendWith	1690
1255	friendWith	1478
334	createdTag	2814
453	friendWith	1543
2066	createdTag	2279
1877	friendWith	80
1191	createdTag	2181
59	friendWith	371
863	friendWith	1741
1804	friendWith	1906
910	createdTag	2124
670	createdTag	2227
264	friendWith	452
12	friendWith	240
1249	friendWith	1364
1926	createdTag	2181
1517	friendWith	1761
1150	friendWith	1963
1439	friendWith	1623
159	createdTag	2725
488	createdTag	5929
439	createdTag	2627
1357	friendWith	754
1604	createdTag	2149
265	friendWith	59
392	createdTag	2396
884	friendWith	2087
1233	createdTag	2124
1672	createdTag	2121
1834	createdTag	2209
1454	friendWith	1210
78	friendWith	874
1973	createdTag	2230
439	createdTag	5655
984	friendWith	717
515	friendWith	712
1358	createdTag	5108
390	friendWith	380
963	friendWith	48
387	createdTag	5275
275	friendWith	1202
1818	friendWith	1130
1545	createdTag	2183
2030	createdTag	2118
1653	friendWith	371
111	friendWith	206
1453	friendWith	1136
129	friendWith	1821
2003	friendWith	1213
1785	friendWith	1691
158	friendWith	691
1589	friendWith	1414
609	friendWith	1184
43	friendWith	1013
127	friendWith	317
1616	friendWith	1017
698	createdTag	6616
671	friendWith	291
413	friendWith	1762
1004	createdTag	2184
201	createdTag	2149
414	friendWith	315
1887	createdTag	3638
423	createdTag	2809
275	friendWith	1498
1491	createdTag	2409
1453	friendWith	327
232	friendWith	1869
1820	createdTag	2139
378	createdTag	2509
336	createdTag	2291
1975	createdTag	2603
1339	friendWith	1568
439	createdTag	5342
1453	friendWith	405
907	friendWith	1642
107	friendWith	489
621	friendWith	571
1191	createdTag	2409
912	friendWith	1281
1821	friendWith	158
1183	createdTag	2294
1336	createdTag	3578
1700	createdTag	2470
1073	createdTag	2291
1210	createdTag	2180
1124	friendWith	632
1258	createdTag	2281
938	friendWith	390
423	createdTag	2284
631	createdTag	2173
46	friendWith	1674
85	friendWith	433
340	createdTag	2179
1879	createdTag	2172
893	createdTag	2118
2080	friendWith	4
17	friendWith	339
375	createdTag	2139
1429	friendWith	862
137	createdTag	2923
939	createdTag	2294
1835	friendWith	211
1135	friendWith	1757
548	createdTag	4191
751	friendWith	1034
230	friendWith	804
1522	friendWith	2008
1381	friendWith	1533
45	friendWith	514
930	friendWith	593
172	friendWith	1204
1440	createdTag	2230
1380	createdTag	2316
431	createdTag	2179
232	createdTag	2338
761	friendWith	128
1287	friendWith	208
1300	friendWith	749
96	friendWith	761
310	friendWith	1757
1757	createdTag	3337
47	friendWith	1145
358	createdTag	2183
396	friendWith	1835
128	friendWith	1866
1877	createdTag	2726
571	createdTag	3827
1160	friendWith	521
336	createdTag	2329
15	friendWith	2025
1283	friendWith	267
2069	createdTag	2313
1828	friendWith	632
1850	createdTag	2299
1135	friendWith	806
1508	createdTag	2179
117	createdTag	2303
1597	friendWith	1911
320	createdTag	2161
122	friendWith	1281
1032	friendWith	563
1466	createdTag	2446
2055	friendWith	1999
955	createdTag	2267
2037	friendWith	280
1989	createdTag	2156
1488	friendWith	1971
190	createdTag	4067
25	friendWith	310
753	createdTag	3124
43	createdTag	2184
196	createdTag	2184
1383	friendWith	156
16	createdTag	2399
1981	createdTag	2926
132	friendWith	419
1623	createdTag	2524
110	friendWith	638
73	friendWith	1883
82	friendWith	1527
675	friendWith	2068
1476	friendWith	590
317	friendWith	402
1069	friendWith	732
1883	createdTag	2133
545	createdTag	2313
419	friendWith	399
1743	createdTag	2280
859	friendWith	211
1154	friendWith	1543
1202	createdTag	4905
1369	friendWith	291
582	friendWith	265
663	friendWith	1543
691	createdTag	2124
1184	friendWith	1600
1258	friendWith	1089
419	friendWith	145
139	friendWith	1895
604	createdTag	2124
326	friendWith	1873
1009	friendWith	2069
701	friendWith	1247
259	friendWith	205
1069	friendWith	797
2037	friendWith	571
1633	friendWith	1811
1521	friendWith	1145
844	friendWith	1937
1662	friendWith	1108
1742	friendWith	1135
298	friendWith	906
1088	friendWith	101
749	friendWith	380
778	friendWith	621
1900	friendWith	1210
260	friendWith	481
1017	friendWith	129
1553	friendWith	516
1296	friendWith	1287
543	friendWith	569
1560	createdTag	2173
1890	friendWith	751
1156	createdTag	2313
727	friendWith	1697
1304	createdTag	2230
728	friendWith	1777
1339	friendWith	346
236	createdTag	2179
1397	friendWith	281
1929	friendWith	1210
1517	friendWith	280
1023	friendWith	231
1215	friendWith	778
159	createdTag	2313
608	createdTag	3454
1069	friendWith	655
1603	friendWith	1636
1898	friendWith	1369
1671	friendWith	637
697	createdTag	4462
266	friendWith	1769
1528	friendWith	339
1086	createdTag	2179
886	friendWith	247
1467	friendWith	412
1453	friendWith	1135
1868	createdTag	2125
1525	friendWith	680
1560	friendWith	862
325	friendWith	951
301	friendWith	631
336	createdTag	2334
1652	friendWith	1467
1076	friendWith	561
1760	createdTag	2118
425	friendWith	58
882	friendWith	226
936	createdTag	2118
710	friendWith	1340
1925	createdTag	2476
447	createdTag	2120
1789	createdTag	2181
143	friendWith	1154
1445	friendWith	527
1929	friendWith	2014
1137	friendWith	1263
1832	createdTag	2881
912	friendWith	1488
1210	createdTag	2835
311	friendWith	339
1092	friendWith	1543
1560	friendWith	808
654	createdTag	2284
1709	createdTag	6216
1922	friendWith	1054
1924	friendWith	1785
1001	friendWith	690
2071	createdTag	2299
1503	friendWith	504
831	friendWith	1625
405	friendWith	1649
1828	friendWith	1478
1287	friendWith	51
159	createdTag	2139
878	friendWith	58
1722	friendWith	545
98	friendWith	691
812	createdTag	2105
7	friendWith	1002
1242	createdTag	2173
1488	friendWith	56
1563	friendWith	1646
227	createdTag	2124
911	friendWith	659
781	friendWith	534
1889	friendWith	1702
541	createdTag	2524
161	friendWith	40
1102	friendWith	229
518	friendWith	378
1062	friendWith	1258
1283	friendWith	906
660	friendWith	327
1253	friendWith	400
688	friendWith	1793
1210	createdTag	2452
814	createdTag	2282
1279	createdTag	2291
375	createdTag	2230
161	friendWith	1865
143	friendWith	144
31	createdTag	2139
2008	friendWith	1522
2061	friendWith	110
1184	friendWith	1027
592	friendWith	1772
731	friendWith	1107
1153	friendWith	1879
66	createdTag	2999
31	createdTag	2619
317	createdTag	2295
1662	friendWith	1196
1660	friendWith	1309
1830	friendWith	285
962	friendWith	1556
1364	createdTag	2545
536	friendWith	553
1874	createdTag	2931
1553	createdTag	2181
812	createdTag	2107
1977	createdTag	2173
179	friendWith	680
247	friendWith	949
64	friendWith	1625
1130	friendWith	346
1156	createdTag	2114
1766	friendWith	1869
831	friendWith	1283
415	friendWith	470
231	friendWith	730
732	friendWith	2087
355	friendWith	1478
1556	friendWith	897
1973	friendWith	1308
390	friendWith	479
1761	friendWith	1002
1356	friendWith	278
1929	friendWith	128
508	friendWith	1249
60	createdTag	2392
150	friendWith	1145
1903	friendWith	280
1709	friendWith	1543
1365	friendWith	1197
329	friendWith	1790
481	friendWith	146
1210	createdTag	2495
692	createdTag	6241
415	friendWith	930
227	createdTag	2124
1379	friendWith	1560
889	friendWith	32
139	friendWith	161
580	createdTag	2291
708	friendWith	1879
45	createdTag	2456
831	friendWith	370
1479	friendWith	203
717	friendWith	451
1278	createdTag	2202
830	friendWith	1690
236	friendWith	479
1029	friendWith	1905
1267	createdTag	2715
732	friendWith	1726
2099	createdTag	4625
1167	friendWith	2006
1054	friendWith	1035
506	friendWith	2003
1553	createdTag	2230
1648	friendWith	1332
1850	createdTag	2657
385	friendWith	831
778	friendWith	98
1954	createdTag	2334
454	createdTag	2118
2077	friendWith	63
1290	friendWith	350
1898	friendWith	1511
634	friendWith	1369
771	createdTag	2404
247	friendWith	425
1618	friendWith	643
1116	friendWith	122
78	friendWith	1284
1831	friendWith	1573
177	friendWith	595
320	createdTag	2464
190	createdTag	2139
1761	friendWith	1965
190	createdTag	2624
646	createdTag	2332
1686	createdTag	3595
1274	friendWith	157
1661	createdTag	2124
1332	friendWith	240
1038	createdTag	2139
1356	friendWith	1247
2067	friendWith	203
1053	friendWith	58
1366	friendWith	2088
1220	createdTag	2409
593	friendWith	1741
701	friendWith	307
828	createdTag	7840
582	createdTag	2476
941	friendWith	152
727	createdTag	2411
1098	friendWith	78
1230	friendWith	642
1435	friendWith	804
215	friendWith	541
852	friendWith	1725
1757	createdTag	2881
1773	friendWith	481
1567	friendWith	675
2019	createdTag	2837
36	friendWith	525
1209	friendWith	1115
179	friendWith	1356
1503	friendWith	553
1977	createdTag	2118
1528	createdTag	2139
1772	friendWith	1196
162	friendWith	1086
